Descripcion,Marca,Compra Total,Ingreso Total,Pendiente,Estado,Fecha,Año,Marca_Unificada,Ingreso_Std
Mecha / broca a. rapido punta titanio a002 8.00mm,DORMER,20.0,20.0,0.0,FULL,2025-06-02,2025,DORMER,-0.42059458838417046
"Fischer - mecha acero rapido hss din 338 f3 6,50 mm",AGROREDES,20.0,20.0,0.0,FULL,2025-06-02,2025,AGROREDES,-0.42059458838417046
Mecha / broca a. rapido punta titanio a002 4.00mm,DORMER,20.0,20.0,0.0,FULL,2025-06-02,2025,DORMER,-0.42059458838417046
Mecha / broca a. rapido a114 12.00mm,DORMER,20.0,20.0,0.0,FULL,2025-06-02,2025,DORMER,-0.42059458838417046
Polietileno negro premium 3 mtrs x50 mtrs micr 200 negro,AGROREDES,500.0,500.0,0.0,FULL,2025-06-02,2025,AGROREDES,0.3788194355831486
Bolsa rafia 40 x 60,AGROMARC,1200.0,1200.0,0.0,FULL,2025-06-02,2025,AGROMARC,1.5446315538688222
Film stretch 0.5x350 virgen,AGROREDES,20.0,20.0,0.0,FULL,2025-06-02,2025,AGROREDES,-0.42059458838417046
"Pantalon cargo ripstop ""pampero""- beige 40",PAMPERO,2.0,2.0,0.0,FULL,2025-06-02,2025,PAMPERO,-0.450572614282945
Balde plastico 14 lts. con pico,SINA,50.0,50.0,0.0,FULL,2025-05-22,2025,SINA,-0.37063121188621306
Baterias 9 v,FERRETERIA,20.0,20.0,0.0,FULL,2025-05-22,2025,FERRETERIA,-0.42059458838417046
Detergente cristalino zap 5 l,SINA,60.0,60.0,0.0,FULL,2025-05-22,2025,SINA,-0.3539767530535606
Bidon lavandina x 5 lt p/prod.envasado,SINA,60.0,60.0,0.0,FULL,2025-05-22,2025,SINA,-0.3539767530535606
Blem aero madera original 360cc,JHONSON,600.0,600.0,0.0,FULL,2025-05-22,2025,JHONSON,0.5453640239096734
Bolsas 90 x120 cm rojas 80 micrones,FASTER BAGS,2000.0,2000.0,0.0,FULL,2025-05-22,2025,FASTER BAGS,2.8769882604810206
Bolsas 90 x120 cm verdes 80 micrones,FASTER BAGS,2000.0,2000.0,0.0,FULL,2025-05-22,2025,FASTER BAGS,2.8769882604810206
Bolsas 90 x120 cm amarillas 80 micrones,FASTER BAGS,2000.0,2000.0,0.0,FULL,2025-05-22,2025,FASTER BAGS,2.8769882604810206
Bolsa azul 100x120    -cada una-,FASTER BAGS,1000.0,1000.0,0.0,FULL,2025-05-22,2025,FASTER BAGS,1.2115423772157727
Porta bobina industrial de pie,MAKROCORP,20.0,20.0,0.0,FULL,2025-05-22,2025,MAKROCORP,-0.42059458838417046
Escoba escobillon 6h cerda 100cm,FERRETERIA,20.0,20.0,0.0,FULL,2025-05-22,2025,FERRETERIA,-0.42059458838417046
Escoba sina 7 cm base plastica,SINA,100.0,100.0,0.0,FULL,2025-05-22,2025,SINA,-0.28735891772295064
Escurridor para balde oval 14 l. sina,GEN21,40.0,40.0,0.0,FULL,2025-05-22,2025,GEN21,-0.38728567071886555
Franela sina 100% algodon 40*50,SINA,500.0,500.0,0.0,FULL,2025-05-22,2025,SINA,0.3788194355831486
Glade aerosol 360cc harmony,JHONSON,600.0,600.0,0.0,FULL,2025-05-22,2025,JHONSON,0.5453640239096734
Lampazo mopa algodon pabilo retorcido,SINA,100.0,100.0,0.0,FULL,2025-05-22,2025,SINA,-0.28735891772295064
Limpiador pisos lavanda zap 5l - desodorante,SINA,300.0,300.0,0.0,FULL,2025-05-22,2025,SINA,0.045730258930099
Lysoform aerosol original 360cc,JHONSON,480.0,480.0,0.0,FULL,2025-05-22,2025,JHONSON,0.34551051791784365
Bobina de papel blanca 20cm doble hoja,SINA,1000.0,1000.0,0.0,FULL,2025-05-22,2025,SINA,1.2115423772157727
Raid mmm aerosol 5en1 360cc,JHONSON,1000.0,1000.0,0.0,FULL,2025-05-22,2025,JHONSON,1.2115423772157727
Secador sg blanco 50 ccm - industrial reforzado,SINA,100.0,100.0,0.0,FULL,2025-05-22,2025,SINA,-0.28735891772295064
Trapo de piso gris 48 x 62 aprox,SINA,500.0,500.0,0.0,FULL,2025-05-22,2025,SINA,0.3788194355831486
Tobera unica corta 15.00 mm rosca cuadrada 3p,SUMIG,130.0,130.0,0.0,FULL,2025-05-22,2025,SUMIG,-0.23739554122499318
Wd-40® 155g,CAMPI,24.0,24.0,0.0,FULL,2025-05-22,2025,CAMPI,-0.4139328048511095
Cepillo acero con mango plastico  4 x19 dogo,DOGO,30.0,20.0,10.0,PARCIAL,2025-05-22,2025,DOGO,-0.42059458838417046
"Nivel de aluminio - i-bean - 12""",BIASSONI,15.0,15.0,0.0,FULL,2025-05-22,2025,BIASSONI,-0.4289218178004967
"Nivel de aluminio - i-bean - 18""",BIASSONI,15.0,15.0,0.0,FULL,2025-05-22,2025,BIASSONI,-0.4289218178004967
Maza forjada - 2000 grs - con cabo de fibra,BIASSONI,15.0,15.0,0.0,FULL,2025-05-22,2025,BIASSONI,-0.4289218178004967
"Llave para caños, largo 555 mm, para caños hasta  2.1/2"", nacional",BAHCO,7.0,7.0,0.0,FULL,2025-05-22,2025,BAHCO,-0.44224538486661874
"Pinza biassoni pico loro multifix 10""",BIASSONI,10.0,10.0,0.0,FULL,2025-05-22,2025,BIASSONI,-0.43724904721682295
Destornillador mango goma  ph (+) #2 (ø6x125mm)  bremen®,BREMEN,10.0,10.0,0.0,FULL,2025-05-22,2025,BREMEN,-0.43724904721682295
Destornillador mango goma  pl (-) 6.5 (ø6x150mm)   bremen®,BREMEN,10.0,10.0,0.0,FULL,2025-05-22,2025,BREMEN,-0.43724904721682295
Escuadra con sombrero bremen® 300x200mm din 875/1,BREMEN,10.0,10.0,0.0,FULL,2025-05-22,2025,BREMEN,-0.43724904721682295
Escuadra con sombrero bremen® 500x330mm din 875/1,BREMEN,10.0,10.0,0.0,FULL,2025-05-22,2025,BREMEN,-0.43724904721682295
Caja de herramientas plast tayg n°12,TAYG,10.0,10.0,0.0,FULL,2025-05-22,2025,TAYG,-0.43724904721682295
Bolsa rafia 40 x 60,AGROMARC,4000.0,4000.0,0.0,FULL,2025-05-22,2025,AGROMARC,6.207880027011517
"Cabo madera pala 0,60  emp. metalica",FERRETERIA,40.0,40.0,0.0,FULL,2025-05-22,2025,FERRETERIA,-0.38728567071886555
Aislador del difusor de gas x 5 unidades - 500.1103,GEN21,15.0,15.0,0.0,FULL,2025-05-22,2025,GEN21,-0.4289218178004967
Cinta metrica evel premiumblok - automatica 8 mts,EVEL,20.0,20.0,0.0,FULL,2025-05-22,2025,EVEL,-0.42059458838417046
Cuchilla metalica retractil bremen® blist,BREMEN,10.0,10.0,0.0,FULL,2025-05-12,2025,BREMEN,-0.43724904721682295
"Zapatilla multiple p/escritorio 5 tomas + 2 usb - cable de 1,5 m",TBC,2.0,2.0,0.0,FULL,2025-05-12,2025,TBC,-0.450572614282945
Mecha / broca  a. rapido punta titanio a002 7.00mm,DORMER,10.0,10.0,0.0,FULL,2025-05-12,2025,DORMER,-0.43724904721682295
Mecha / broca  a. rapido punta titanio a002 10.00mm,DORMER,5.0,5.0,0.0,FULL,2025-05-12,2025,DORMER,-0.4455762766331492
Mecha hss (acero rapido)  ø 18.00mm  bremen®,BREMEN,2.0,2.0,0.0,FULL,2025-05-12,2025,BREMEN,-0.450572614282945
Cinta aisladora doble a negro 18 x 20,DOBLE A - CIN,200.0,200.0,0.0,FULL,2025-05-12,2025,DOBLE A - CIN,-0.12081432939642582
Cinta aisladora doble a azul 18 x 10,DOBLE A - CIN,60.0,60.0,0.0,FULL,2025-05-12,2025,DOBLE A - CIN,-0.3539767530535606
Cinta aisladora doble a rojo 18 x 10,DOBLE A - CIN,40.0,40.0,0.0,FULL,2025-05-12,2025,DOBLE A - CIN,-0.38728567071886555
"Pinza universal - 8""",BIASSONI,8.0,8.0,0.0,FULL,2025-05-12,2025,BIASSONI,-0.44057993898335346
Cinta metrica evel premiumblok - automatica 8 mts,EVEL,15.0,15.0,0.0,FULL,2025-05-12,2025,EVEL,-0.4289218178004967
"Pava electrica ""tempomate""",LILIANA,1.0,1.0,0.0,FULL,2025-05-12,2025,LILIANA,-0.4522380601662102
"Nivel biassoni torpedo 9"" b/magnetica",BIASSONI,10.0,10.0,0.0,FULL,2025-05-12,2025,BIASSONI,-0.43724904721682295
Polietileno negro premium 3 mtrs x50 mtrs micr 200 negro,AGROREDES,500.0,500.0,0.0,FULL,2025-05-12,2025,AGROREDES,0.3788194355831486
Base fijadora 25x25mm c/adhes ng (x100u),SCHNEIDER E,2.0,2.0,0.0,FULL,2025-05-12,2025,SCHNEIDER E,-0.450572614282945
Cerradura prive art. 207,FERRETERIA,2.0,2.0,0.0,FULL,2025-05-12,2025,FERRETERIA,-0.450572614282945
Acople rapido de aire completo de 1/4,FERRETERIA,2.0,2.0,0.0,FULL,2025-05-12,2025,FERRETERIA,-0.450572614282945
"Mecha escalonada con medidas en el exterior,  para taladrar de 6 a 30",EINHELL,1.0,1.0,0.0,FULL,2025-05-12,2025,EINHELL,-0.4522380601662102
Manija pado - bmw acqua star rq2 774i cra cromado satinado,FERRETERIA,2.0,2.0,0.0,FULL,2025-05-12,2025,FERRETERIA,-0.450572614282945
"Pantalon cargo fit ""pampero""  beige t 50",PAMPERO,1.0,1.0,0.0,FULL,2025-05-12,2025,PAMPERO,-0.4522380601662102
Zapato damont gris descarne gamuzado t.38,KAMET,1.0,1.0,0.0,FULL,2025-05-12,2025,KAMET,-0.4522380601662102
Zapato dager negro punta de acero t.43,KAMET,1.0,1.0,0.0,FULL,2025-05-12,2025,KAMET,-0.4522380601662102
Mecha / broca  a. rapido  a114 6.00mm,DORMER,10.0,10.0,0.0,FULL,2025-05-12,2025,DORMER,-0.43724904721682295
Mecha / broca  a. rapido  a114 8.00mm,DORMER,10.0,10.0,0.0,FULL,2025-05-12,2025,DORMER,-0.43724904721682295
Alcohol 70% x 5 lts - lutzer,LUTZER,50.0,50.0,0.0,FULL,2025-04-19,2025,LUTZER,-0.37063121188621306
Bialcohol 70% desinfeccion bidon x 5 lts,LUTZER,70.0,70.0,0.0,FULL,2025-04-19,2025,LUTZER,-0.3373222942209081
Balde plastico 12 lts. con pico,SINA,30.0,30.0,0.0,FULL,2025-04-19,2025,SINA,-0.40394012955151803
Bidon lavandina x 5 lt p/prod.envasado,SINA,300.0,300.0,0.0,FULL,2025-04-19,2025,SINA,0.045730258930099
Bolsas 90 x120 cm amarillas 80 micrones,FASTER BAGS,500.0,500.0,0.0,FULL,2025-04-19,2025,FASTER BAGS,0.3788194355831486
Bolsas 90 x120 cm rojas 80 micrones,FASTER BAGS,600.0,600.0,0.0,FULL,2025-04-19,2025,FASTER BAGS,0.5453640239096734
Escobilla baño con vaso - super,SINA,144.0,144.0,0.0,FULL,2025-04-19,2025,SINA,-0.2140792988592797
Franela sina 100% algodon 40*50,SINA,500.0,500.0,0.0,FULL,2025-04-19,2025,SINA,0.3788194355831486
Lysoform aerosol original 360cc,JHONSON,360.0,360.0,0.0,FULL,2025-04-19,2025,JHONSON,0.14565701192601388
Pulverizador sina® 1 l aprox. cilindrico,SINA,200.0,200.0,0.0,FULL,2025-04-19,2025,SINA,-0.12081432939642582
Raid mmm aerosol 5en1 360cc,JHONSON,450.0,450.0,0.0,FULL,2025-04-19,2025,JHONSON,0.29554714141988625
Rejilla california 45 x 42 aprox,SINA,400.0,400.0,0.0,FULL,2025-04-19,2025,SINA,0.21227484725662382
Secador de goma reforzado 40 cm,SINA,50.0,50.0,0.0,FULL,2025-04-19,2025,SINA,-0.37063121188621306
Trapo de piso gris 48 x 62 aprox,SINA,400.0,400.0,0.0,FULL,2025-04-19,2025,SINA,0.21227484725662382
Lampazo mopa algodon pabilo retorcido,SINA,100.0,100.0,0.0,FULL,2025-04-19,2025,SINA,-0.28735891772295064
Pala reforzada c- cabo y goma - sina - 1602000032,GEN21,30.0,30.0,0.0,FULL,2025-04-19,2025,GEN21,-0.40394012955151803
Mr musculo ext power gatillo 500 cc,JHONSON,12.0,12.0,0.0,FULL,2025-04-19,2025,JHONSON,-0.4339181554502925
Bolsa de residuos fgp 45 x 60 - pack x 30 bolsas,FERRETERIA,80.0,80.0,0.0,FULL,2025-04-19,2025,FERRETERIA,-0.3206678353882556
Flap plano-fibra   115mm-g  60,BULONFER,400.0,400.0,0.0,FULL,2025-04-19,2025,BULONFER,0.21227484725662382
Cinta metrica evel premiumblok - automatica 5 mts,EVEL,20.0,20.0,0.0,FULL,2025-04-19,2025,EVEL,-0.42059458838417046
Cinta metrica evel premiumblok - automatica 8 mts,EVEL,20.0,20.0,0.0,FULL,2025-04-19,2025,EVEL,-0.42059458838417046
Film stretch 0.5x350 virgen,AGROREDES,50.0,50.0,0.0,FULL,2025-04-19,2025,AGROREDES,-0.37063121188621306
Difusor ø 2.4mm wp-17/18/26,FERROLAN,200.0,200.0,0.0,FULL,2025-04-19,2025,FERROLAN,-0.12081432939642582
Mordaza ø 2.4mm wpm-17/18/26,FERROLAN,200.0,200.0,0.0,FULL,2025-04-19,2025,FERROLAN,-0.12081432939642582
Polietileno negro premium 3 mtrs x50 mtrs micr 200 negro,AGROREDES,1000.0,1000.0,0.0,FULL,2025-04-19,2025,AGROREDES,1.2115423772157727
"Alambre tubular lincoln e71t-1c en 1,2m (x rollo de 15kg)",LINCOLN EQU,50.0,50.0,0.0,FULL,2025-04-19,2025,LINCOLN,-0.37063121188621306
"Abrazadera imp. 14-27mm - 1""",FERRETERIA,10.0,10.0,0.0,FULL,2025-01-23,2025,FERRETERIA,-0.43724904721682295
"Abrazadera perfecto 12mm 23-35 (1.1/4"")",FERRETERIA,10.0,10.0,0.0,FULL,2025-01-23,2025,FERRETERIA,-0.43724904721682295
"Abrazadera perfecto 9mm 40-60 (2.1/4"")",FERRETERIA,10.0,10.0,0.0,FULL,2025-01-23,2025,FERRETERIA,-0.43724904721682295
"Abrazadera perfecto 9mm 90-110 (4"")",FERRETERIA,10.0,10.0,0.0,FULL,2025-01-23,2025,FERRETERIA,-0.43724904721682295
"Abrazadera perfecto 7mm 8-12 (1/2"")",FERRETERIA,30.0,30.0,0.0,FULL,2025-01-23,2025,FERRETERIA,-0.40394012955151803
Cartucho smartsync 105a corte manual por arrastre,HYPERTHERM,15.0,15.0,0.0,FULL,2025-01-23,2025,HYPERTHERM,-0.4289218178004967
Chispero autogena zincado,FEROLAN,30.0,30.0,0.0,FULL,2025-01-23,2025,FEROLAN,-0.40394012955151803
Cinta aisladora doble a negro 18 x 10,DOBLE A,60.0,60.0,0.0,FULL,2025-01-23,2025,DOBLE A,-0.3539767530535606
Cinta metrica evel premiumblok - automatica 8 mts,EVEL,15.0,15.0,0.0,FULL,2025-01-23,2025,EVEL,-0.4289218178004967
Cinta metrica evel retroblok - automatica 5 mts,EVEL,15.0,15.0,0.0,FULL,2025-01-23,2025,EVEL,-0.4289218178004967
Difusor ø 2.4mm wp-17/18/26,FERROLAN,300.0,300.0,0.0,FULL,2025-01-23,2025,FERROLAN,0.045730258930099
Manguera industrial (traslucido) 12 x 18 mm 50 mts,TECNOCOM,250.0,250.0,0.0,FULL,2025-01-23,2025,TECNOCOM,-0.03754203523316341
Mordaza ø 2.4mm wpm-17/18/26,FERROLAN,200.0,200.0,0.0,FULL,2025-01-23,2025,FERROLAN,-0.12081432939642582
Polietileno negro premium 3 mtrs x50 mtrs micr 200 negro,AGROREDES,500.0,500.0,0.0,FULL,2025-01-23,2025,AGROREDES,0.3788194355831486
Puntas montadas a.1 gris,.,100.0,100.0,0.0,FULL,2025-01-23,2025,.,-0.28735891772295064
Puntas montadas a.2 gris,.,100.0,100.0,0.0,FULL,2025-01-23,2025,.,-0.28735891772295064
Puntas montadas a.3 gris,.,100.0,100.0,0.0,FULL,2025-01-23,2025,.,-0.28735891772295064
Soplete ferrolan 450,FERROLAN,10.0,10.0,0.0,FULL,2025-01-23,2025,FERROLAN,-0.43724904721682295
Busa / boquilla de ceramica nº 05 10n49,SUMIG,100.0,100.0,0.0,FULL,2025-01-23,2025,SUMIG,-0.28735891772295064
Busa wp/17/18/26 ø 12.7mm (1/2 # 8,FERROLAN,50.0,50.0,0.0,FULL,2025-01-23,2025,FERROLAN,-0.37063121188621306
Busa wp17/18/26 ø 11mm (7/16 ) # 7,FERROLAN,100.0,100.0,0.0,FULL,2025-01-23,2025,FERROLAN,-0.28735891772295064
Busa wp17/18/26 ø 10mm (3/8 ) # 6,FERROLAN,100.0,100.0,0.0,FULL,2025-01-23,2025,FERROLAN,-0.28735891772295064
Trapo stokinete 100% algodon por 10kg,TRAPOSLIM,30.0,30.0,0.0,FULL,2025-01-23,2025,TRAPOSLIM,-0.40394012955151803
"Fischer - mecha acero rapido hss din 338 f3 9,0 mm",FISCHER,20.0,20.0,0.0,FULL,2025-01-23,2025,FISCHER,-0.42059458838417046
"Fischer - mecha acero rapido hss din 338 f3 10,0 mm",FISCHER,20.0,20.0,0.0,FULL,2025-01-23,2025,FISCHER,-0.42059458838417046
"Fischer - mecha acero rapido hss din 338 f3 11,50 mm",FISCHER,20.0,20.0,0.0,FULL,2025-01-23,2025,FISCHER,-0.42059458838417046
Mecha / broca a. rapido a114 12.50mm,DORMER,10.0,10.0,0.0,FULL,2025-01-23,2025,DORMER,-0.43724904721682295
Mecha / broca a. rapido punta titanio a002 12.00mm,DORMER,10.0,10.0,0.0,FULL,2025-01-23,2025,DORMER,-0.43724904721682295
Picos g1 glp 16/10 ferrolan corte 50 a 80mm,FERROLAN,15.0,15.0,0.0,FULL,2025-01-23,2025,FERROLAN,-0.4289218178004967
Cepillo acero 6x19 sin mango 6 hileras,FERRETERIA,20.0,20.0,0.0,FULL,2025-01-23,2025,FERRETERIA,-0.42059458838417046
"Electrodo kiswell 7018 - 3,20 mm x kg",KSWELL,4000.0,4000.0,0.0,FULL,2025-01-23,2025,KSWELL,6.207880027011517
Macho caja roja ma 14 x 2.00,BULONFER,2.0,2.0,0.0,FULL,2025-01-23,2025,BULONFER,-0.450572614282945
Abrazadera imp. 14-27mm,,10.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Abrazadera imp. 20-32mm - 3/4,,10.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Abrazadera imp. 40-60mm - 3/4,,10.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Abrazadera imp. 90-120mm - 3/4,,10.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Abrazaderas de 8 a 12”,,30.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Cartucho smartsync 105a corte manual por arrastre (hypertherm),,15.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Chispero autogena zincado,,30.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Cinta aisladora temflex 165 19mm x 18 mts negro,,60.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Cinta metrica dogo 8 mts,,15.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Cinta metrica evel c/freno/enganche 5 mts,,15.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Difusor ø 2.4mm wp-17/18/26,,300.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Manguera industrial (traslucido) 12 x 18 mm 50 mts,,0.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Mordaza ø 2.4mm wpm-17/18/26,,200.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Polietileno negro premium 3 mtrs x50 mtrs micr 200 negro,,10.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Puntas montadas a.1 gris,,100.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Puntas montadas a.2 gris,,100.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Puntas montadas a.3 gris,,100.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Soplete ferrolan 450,,10.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Tobera ceramica gr 5 17/18/26 10n49 tp,,100.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Tobera ceramica gr 6 17/18/26 10n48 tp,,100.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Tobera ceramica gr 7 17/18/26 10n47 tp,,100.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Tobera ceramica gr 8 17/18/26 10n46 tp,,50.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Trapo stokinete 100% algodón por 10kg,,0.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Mechas a.r. nº 9,,20.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Mechas a.r. nº 10,,20.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Mechas a.r. nº 11,,20.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Mechas a.r. nº 12,,20.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Pico oxicorte propano 16/10,,15.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Cepillo acero mango plastico,,20.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
Macho milimetrico w 14 x 2,,2.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
"Electrodo conarco 18 3,25 mm x 350mm",,0.0,0.0,0.0,,2025-01-23,2025,,-0.45390350604947544
"Patroll - discos diamantados continuo ø 4.5"" - ø interior 22,2 mm",ALIAFOR,5.0,0.0,5.0,,2026-03-06,2026,ALIAFOR,-0.45390350604947544
"Disco continuo 7"" - interior 22,2mm",ALIAFOR,5.0,0.0,5.0,,2026-03-06,2026,ALIAFOR,-0.45390350604947544
"Patroll - discos diamantados segmentado ø 4,5"" - ø interior 22,2 mm",ALIAFOR,5.0,5.0,0.0,FULL,2026-03-06,2026,ALIAFOR,-0.4455762766331492
"Disco segmentado 7"" - interior 22,2mm",ALIAFOR,5.0,0.0,5.0,,2026-03-06,2026,ALIAFOR,-0.45390350604947544
Fpl rizado 4 1/2  pulgadas tuerca m14 inox,FPL,300.0,0.0,300.0,,2026-03-06,2026,FPL,-0.45390350604947544
Electrodo bohler 8018-c3 en 3.2mm,BOHLER,60.0,0.0,60.0,,2026-03-06,2026,BOHLER,-0.45390350604947544
Electrodo easyarc 7018 / 2.60 mm x 350 mm,LINCOLN ELE,1000.0,470.0,530.0,PARCIAL,2026-03-06,2026,LINCOLN ELE,0.32885605908519117
"Electrodo kiswell  7018 -  3,20 mm  x kg",KISWELL,3000.0,0.0,3000.0,,2026-03-06,2026,KISWELL,-0.45390350604947544
"Electrodo kiswell  7018 - 4,00 mm x kg",KISWELL,1000.0,500.0,500.0,PARCIAL,2026-03-06,2026,KISWELL,0.3788194355831486
"Electrodo conarco 18 2,50 mm x kg",CONARCO,2000.0,1200.0,800.0,PARCIAL,2026-03-06,2026,CONARCO,1.5446315538688222
Varilla lincoln® er80s-ni1 - 3/32 in (2.4 mm),LINCOLN CON,30.0,20.0,10.0,PARCIAL,2026-03-06,2026,LINCOLN CON,-0.42059458838417046
Acop 1/4v macho/cab 12.9 mm p/c,FERROLAN,100.0,15.0,85.0,PARCIAL,2026-03-06,2026,FERROLAN,-0.4289218178004967
Pinza porta elect. helictor 600,HELICTOR,30.0,0.0,30.0,,2026-03-06,2026,HELICTOR,-0.45390350604947544
Pinza porta masa helictor 600,HELICTOR,30.0,0.0,30.0,,2026-03-06,2026,HELICTOR,-0.45390350604947544
Tubo de contacto m8x30mm diam 0.9,FERROLAN,10.0,0.0,10.0,,2026-03-06,2026,FERROLAN,-0.45390350604947544
Cristal incoloro rectan.105x50,BULONFER,6000.0,3000.0,3000.0,PARCIAL,2026-03-06,2026,BULONFER,4.542434143746269
"Disco ""fenobond"" 178x22   36",DOBLE A - LIJ,3000.0,3000.0,0.0,FULL,2026-03-06,2026,DOBLE A,4.542434143746269
"Disco de corte std for inox 115x1,6mm",BOSCH,3000.0,3000.0,0.0,FULL,2026-03-06,2026,BOSCH,4.542434143746269
"Disco corte plano bna 12 177,8x1,6x22,2",NORTON,3000.0,0.0,3000.0,,2026-03-06,2026,NORTON,-0.45390350604947544
Flap plano-fibra   180mm-g  40,BULONFER,500.0,0.0,500.0,,2026-03-06,2026,BULONFER,-0.45390350604947544
Bialcohol 70% desinfeccion bidon x 5 lts,PORTA,120.0,120.0,0.0,FULL,2026-03-06,2026,PORTA,-0.25405000005764566
Busa wp/17/18/26 ø 12.7mm (1/2 # 8,FERROLAN,100.0,0.0,100.0,,2026-03-06,2026,FERROLAN,-0.45390350604947544
Busa wp17/18/26 ø 11mm (7/16 ) # 7,FERROLAN,200.0,0.0,200.0,,2026-03-06,2026,FERROLAN,-0.45390350604947544
Busa wp17/18/26 ø 10mm (3/8 ) # 6,FERROLAN,200.0,0.0,200.0,,2026-03-06,2026,FERROLAN,-0.45390350604947544
Polietileno negro premium 3 x 50 mt  micr 200 negro,AGROREDES,1500.0,950.0,550.0,PARCIAL,2026-03-06,2026,AGROREDES,1.1282700830525103
Film stretch 50 cm x 350 mt negro,BIOBEN,100.0,100.0,0.0,FULL,2026-03-06,2026,BIOBEN,-0.28735891772295064
Tenaza biassoni armador 1/2 corte  12,BIASSONI,30.0,0.0,30.0,,2026-03-06,2026,BIASSONI,-0.45390350604947544
Martillo gardex cabo fibra 400gr bolita,FERRETERIA,20.0,4.0,16.0,PARCIAL,2026-03-06,2026,FERRETERIA,-0.4472417225164145
Martillo galponero - 27 mm - mango de fibra,BIASSONI,30.0,0.0,30.0,,2026-03-06,2026,BIASSONI,-0.45390350604947544
"Kit de repuestos 5-6-8-xl-10""  (resorte, perno, chaveta y arandela)",BARBERO,15.0,0.0,15.0,,2026-03-06,2026,BARBERO,-0.45390350604947544
Tornillo completo laminado n° 8,BARBERO,15.0,0.0,15.0,,2026-03-06,2026,BARBERO,-0.45390350604947544
Juego mordazas morsa nro 8 - xl,BARBERO,15.0,0.0,15.0,,2026-03-06,2026,BARBERO,-0.45390350604947544
Tuerca morsa n° 5-6-8- xl,BARBERO,15.0,0.0,15.0,,2026-03-06,2026,BARBERO,-0.45390350604947544
Silicona acetica construccion 270ml / 256gr tte,TEKBOND,12.0,0.0,12.0,,2026-03-06,2026,TEKBOND,-0.45390350604947544
Cinta 903 48 x 40,DOBLE A - CIN,1000.0,0.0,1000.0,,2026-03-06,2026,DOBLE A - CIN,-0.45390350604947544
Cinta transparente c292 48 x 40,DOBLE A - CIN,1000.0,0.0,1000.0,,2026-03-06,2026,DOBLE A - CIN,-0.45390350604947544
Aerosol smart paint aa negro brillante  350ml/250g,DOBLE A - AE,72.0,0.0,72.0,,2026-03-06,2026,DOBLE A,-0.45390350604947544
Aerosol smart paint aa blanco mate 350ml/250g,DOBLE A - AE,72.0,0.0,72.0,,2026-03-06,2026,DOBLE A,-0.45390350604947544
Aerosol smart paint aa rojo  350 ml/250g,DOBLE A - AE,72.0,0.0,72.0,,2026-03-06,2026,DOBLE A,-0.45390350604947544
Aerosol smart paint aa amarillo  350ml/250g,DOBLE A - AE,72.0,0.0,72.0,,2026-03-06,2026,DOBLE A,-0.45390350604947544
Aerosol smart paint aa azul  350 ml/250g,DOBLE A - AE,72.0,0.0,72.0,,2026-03-06,2026,DOBLE A,-0.45390350604947544
Aerosol smart paint aa verde  350 ml/250g,DOBLE A - AE,72.0,0.0,72.0,,2026-03-06,2026,DOBLE A,-0.45390350604947544
Richi - ficha domic 2x10a+t macho,RICHI,20.0,20.0,0.0,FULL,2026-03-06,2026,RICHI,-0.42059458838417046
Ficha movil 2p+t 16a 230v ip44,CONEXTUBE,100.0,0.0,100.0,,2026-03-06,2026,CONEXTUBE,-0.45390350604947544
